execution_rep1.csv
Order ID,Client Order ID,Instrument,Side,Exec Status,Quantity,Price,Reason,Transaction time
ord8,aa008,Lotus,2,Fill,150,50,Accepted,2024.11.24-23.05.50-695
ord18,aa018,Lotus,2,PFill,350,55,Accepted,2024.11.24-23.05.50-814
ord17,aa017,Lotus,1,Fill,350,55,Accepted,2024.11.24-23.05.50-814
ord19,aa019,Tulip,1,New,1000,41,Accepted,2024.11.24-23.05.50-839
ord20,aa020,Tulip,2,New,600,50,Accepted,2024.11.24-23.05.50-849
ord21,aa021,Orchid,1,New,400,65,Accepted,2024.11.24-23.05.50-864
ord22,aa022,Orchid,2,Fill,300,65,Accepted,2024.11.24-23.05.50-864
ord21,aa021,Orchid,1,PFill,300,65,Accepted,2024.11.24-23.05.50-864
ord23,aa023,Rose,1,New,200,50,Accepted,2024.11.24-23.05.50-893
ord24,aa024,Rose,2,New,500,61,Accepted,2024.11.24-23.05.50-904
ord25,aa025,Lavender,1,PFill,20,44,Accepted,2024.11.24-23.05.50-804
ord16,aa016,Lavender,2,Fill,20,44,Accepted,2024.11.24-23.05.50-804
ord26,aa026,Lavender,2,PFill,580,47,Accepted,2024.11.24-23.05.50-918
ord25,aa025,Lavender,1,Fill,580,47,Accepted,2024.11.24-23.05.50-918
ord27,aa027,Lotus,1,PFill,50,33,Accepted,2024.11.24-23.05.50-824
ord18,aa018,Lotus,2,Fill,50,33,Accepted,2024.11.24-23.05.50-824
ord28,aa028,Lotus,2,Fill,100,35,Accepted,2024.11.24-23.05.50-944
ord27,aa027,Lotus,1,PFill,100,35,Accepted,2024.11.24-23.05.50-944
ord29,aa029,Tulip,1,Fill,150,50,Accepted,2024.11.24-23.05.50-849
ord20,aa020,Tulip,2,PFill,150,50,Accepted,2024.11.24-23.05.50-849
ord30,aa030,Tulip,2,New,300,90,Accepted,2024.11.24-23.05.50-978
ord31,aa031,Orchid,1,New,200,70,Accepted,2024.11.24-23.05.50-993
ord32,aa032,Orchid,2,PFill,200,70,Accepted,2024.11.24-23.05.50-993
ord31,aa031,Orchid,1,Fill,200,70,Accepted,2024.11.24-23.05.50-993
ord32,aa032,Orchid,2,PFill,150,63,Accepted,2024.11.24-23.05.50-750
ord12,aa012,Orchid,1,Fill,150,63,Accepted,2024.11.24-23.05.50-750
ord33,aa033,Rose,1,Fill,500,61,Accepted,2024.11.24-23.05.50-904
ord24,aa024,Rose,2,Fill,500,61,Accepted,2024.11.24-23.05.50-904
ord34,aa034,Rose,2,PFill,200,50,Accepted,2024.11.24-23.05.50-893
ord23,aa023,Rose,1,Fill,200,50,Accepted,2024.11.24-23.05.50-893
ord35,aa035,Lavender,1,New,450,35,Accepted,2024.11.24-23.05.51-043
ord36,aa036,Lavender,2,New,300,60,Accepted,2024.11.24-23.05.51-053
ord37,aa037,Lotus,1,New,200,42,Accepted,2024.11.24-23.05.51-073
ord38,aa038,Lotus,2,New,600,55,Accepted,2024.11.24-23.05.51-083
ord39,aa039,Tulip,1,New,1000,40,Accepted,2024.11.24-23.05.51-098
ord40,aa040,Tulip,2,New,500,45,Accepted,2024.11.24-23.05.51-123
ord41,aa041,Orchid,1,PFill,250,50,Accepted,2024.11.24-23.05.51-008
ord32,aa032,Orchid,2,Fill,250,50,Accepted,2024.11.24-23.05.51-008
ord42,aa042,Orchid,2,New,700,65,Accepted,2024.11.24-23.05.51-159
ord43,aa043,Rose,1,PFill,200,30,Accepted,2024.11.24-23.05.51-033
ord34,aa034,Rose,2,Fill,200,30,Accepted,2024.11.24-23.05.51-033
ord44,aa044,Rose,2,New,200,62,Accepted,2024.11.24-23.05.51-188
ord45,aa045,Lavender,1,New,450,35,Accepted,2024.11.24-23.05.51-203
ord46,aa046,Lavender,2,New,200,47,Accepted,2024.11.24-23.05.51-223
ord47,aa047,Lotus,1,New,300,45,Accepted,2024.11.24-23.05.51-253
ord48,aa048,Lotus,2,New,150,55,Accepted,2024.11.24-23.05.51-273
ord49,aa049,Tulip,1,New,600,35,Accepted,2024.11.24-23.05.51-298
ord50,aa050,Tulip,2,New,1000,65,Accepted,2024.11.24-23.05.51-323
ord51,aa051,Orchid,1,New,150,55,Accepted,2024.11.24-23.05.51-358
ord52,aa052,Orchid,2,Fill,350,60,Accepted,2024.11.24-23.05.51-149
ord41,aa041,Orchid,1,PFill,350,60,Accepted,2024.11.24-23.05.51-149
ord53,aa053,Rose,1,New,120,51,Accepted,2024.11.24-23.05.51-393
ord54,aa054,Rose,2,New,100,55,Accepted,2024.11.24-23.05.51-413
ord55,aa055,Lavender,1,PFill,220,46,Accepted,2024.11.24-23.05.50-928
ord26,aa026,Lavender,2,Fill,220,46,Accepted,2024.11.24-23.05.50-928
ord55,aa055,Lavender,1,PFill,20,47,Accepted,2024.11.24-23.05.51-223
ord46,aa046,Lavender,2,PFill,20,47,Accepted,2024.11.24-23.05.51-223
ord56,aa056,Lavender,2,New,150,50,Accepted,2024.11.24-23.05.51-453
ord57,aa057,Lotus,1,New,310,45,Accepted,2024.11.24-23.05.51-483
ord58,aa058,Lotus,2,PFill,300,45,Accepted,2024.11.24-23.05.51-253
ord47,aa047,Lotus,1,Fill,300,45,Accepted,2024.11.24-23.05.51-253
ord58,aa058,Lotus,2,PFill,300,45,Accepted,2024.11.24-23.05.51-483
ord57,aa057,Lotus,1,PFill,300,45,Accepted,2024.11.24-23.05.51-483
ord59,aa059,Tulip,1,PFill,500,45,Accepted,2024.11.24-23.05.51-123
ord40,aa040,Tulip,2,Fill,500,45,Accepted,2024.11.24-23.05.51-123
ord59,aa059,Tulip,1,PFill,200,65,Accepted,2024.11.24-23.05.51-323
ord50,aa050,Tulip,2,PFill,200,65,Accepted,2024.11.24-23.05.51-323
ord60,aa060,Tulip,2,New,200,55,Accepted,2024.11.24-23.05.51-583
ord61,aa061,Orchid,1,New,350,63,Accepted,2024.11.24-23.05.51-608
ord62,aa062,Orchid,2,Fill,100,63,Accepted,2024.11.24-23.05.51-608
ord61,aa061,Orchid,1,PFill,100,63,Accepted,2024.11.24-23.05.51-608
ord63,aa063,Rose,1,New,600,52,Accepted,2024.11.24-23.05.51-633
ord64,aa064,Rose,2,Fill,450,52,Accepted,2024.11.24-23.05.51-633
ord63,aa063,Rose,1,PFill,450,52,Accepted,2024.11.24-23.05.51-633
ord65,aa065,Lavender,1,New,380,46,Accepted,2024.11.24-23.05.51-673
ord66,aa066,Lavender,2,New,500,50,Accepted,2024.11.24-23.05.51-693
ord67,aa067,Lotus,1,New,230,40,Accepted,2024.11.24-23.05.51-723
ord68,aa068,Lotus,2,PFill,200,42,Accepted,2024.11.24-23.05.51-073
ord37,aa037,Lotus,1,Fill,200,42,Accepted,2024.11.24-23.05.51-073
ord68,aa068,Lotus,2,PFill,220,40,Accepted,2024.11.24-23.05.51-723
ord67,aa067,Lotus,1,PFill,220,40,Accepted,2024.11.24-23.05.51-723
ord69,aa069,Tulip,1,PFill,200,55,Accepted,2024.11.24-23.05.51-583
ord60,aa060,Tulip,2,Fill,200,55,Accepted,2024.11.24-23.05.51-583
ord69,aa069,Tulip,1,PFill,250,70,Accepted,2024.11.24-23.05.50-725
ord10,aa010,Tulip,2,PFill,250,70,Accepted,2024.11.24-23.05.50-725
ord70,aa070,Tulip,2,New,600,65,Accepted,2024.11.24-23.05.51-768
ord71,aa071,Orchid,1,New,550,58,Accepted,2024.11.24-23.05.51-793
ord72,aa072,Orchid,2,New,800,60,Accepted,2024.11.24-23.05.51-808
ord73,aa073,Rose,1,PFill,100,55,Accepted,2024.11.24-23.05.51-413
ord54,aa054,Rose,2,Fill,100,55,Accepted,2024.11.24-23.05.51-413
ord73,aa073,Rose,1,PFill,200,62,Accepted,2024.11.24-23.05.51-188
ord44,aa044,Rose,2,Fill,200,62,Accepted,2024.11.24-23.05.51-188
ord74,aa074,Rose,2,PFill,700,68,Accepted,2024.11.24-23.05.51-828
ord73,aa073,Rose,1,Fill,700,68,Accepted,2024.11.24-23.05.51-828
ord75,aa075,Lavender,1,New,800,48,Accepted,2024.11.24-23.05.51-863
ord76,aa076,Lavender,2,New,500,52,Accepted,2024.11.24-23.05.51-891
ord77,aa077,Lotus,1,New,600,35,Accepted,2024.11.24-23.05.51-918
ord78,aa078,Lotus,2,New,500,48,Accepted,2024.11.24-23.05.51-933
ord79,aa079,Tulip,1,PFill,600,65,Accepted,2024.11.24-23.05.51-768
ord70,aa070,Tulip,2,Fill,600,65,Accepted,2024.11.24-23.05.51-768
ord80,aa080,Tulip,2,PFill,400,65,Accepted,2024.11.24-23.05.51-953
ord79,aa079,Tulip,1,Fill,400,65,Accepted,2024.11.24-23.05.51-953
ord80,aa080,Tulip,2,PFill,200,41,Accepted,2024.11.24-23.05.50-839
ord19,aa019,Tulip,1,PFill,200,41,Accepted,2024.11.24-23.05.50-839
ord81,aa081,Orchid,1,New,900,55,Accepted,2024.11.24-23.05.52-003
ord82,aa082,Orchid,2,PFill,550,58,Accepted,2024.11.24-23.05.51-793
ord71,aa071,Orchid,1,Fill,550,58,Accepted,2024.11.24-23.05.51-793
ord82,aa082,Orchid,2,PFill,150,55,Accepted,2024.11.24-23.05.51-358
ord51,aa051,Orchid,1,Fill,150,55,Accepted,2024.11.24-23.05.51-358
ord82,aa082,Orchid,2,PFill,100,55,Accepted,2024.11.24-23.05.52-003
ord81,aa081,Orchid,1,PFill,100,55,Accepted,2024.11.24-23.05.52-003
ord83,aa083,Rose,1,PFill,50,55,Accepted,2024.11.24-23.05.51-848
ord74,aa074,Rose,2,Fill,50,55,Accepted,2024.11.24-23.05.51-848
ord84,aa084,Rose,2,Fill,900,55,Accepted,2024.11.24-23.05.52-043
ord83,aa083,Rose,1,PFill,900,55,Accepted,2024.11.24-23.05.52-043
ord85,aa085,Lavender,1,New,400,45,Accepted,2024.11.24-23.05.52-078
ord86,aa086,Lavender,2,New,600,50,Accepted,2024.11.24-23.05.52-118
ord87,aa087,Lotus,1,New,250,38,Accepted,2024.11.24-23.05.52-163
ord88,aa088,Lotus,2,New,700,40,Accepted,2024.11.24-23.05.52-188
ord89,aa089,Tulip,1,New,600,68,Accepted,2024.11.24-23.05.52-218
ord90,aa090,Tulip,2,Fill,450,68,Accepted,2024.11.24-23.05.52-218
ord89,aa089,Tulip,1,PFill,450,68,Accepted,2024.11.24-23.05.52-218
ord91,aa091,Orchid,1,Fill,550,60,Accepted,2024.11.24-23.05.51-808
ord72,aa072,Orchid,2,PFill,550,60,Accepted,2024.11.24-23.05.51-808
ord92,aa092,Orchid,2,New,300,40,Accepted,2024.11.24-23.05.52-273
ord93,aa093,Rose,1,New,900,55,Accepted,2024.11.24-23.05.52-288
ord94,aa094,Rose,2,Fill,600,55,Accepted,2024.11.24-23.05.52-288
ord93,aa093,Rose,1,PFill,600,55,Accepted,2024.11.24-23.05.52-288
ord95,aa095,Lavender,1,PFill,150,50,Accepted,2024.11.24-23.05.51-453
ord56,aa056,Lavender,2,Fill,150,50,Accepted,2024.11.24-23.05.51-453
ord95,aa095,Lavender,1,PFill,500,50,Accepted,2024.11.24-23.05.51-693
ord66,aa066,Lavender,2,Fill,500,50,Accepted,2024.11.24-23.05.51-693
ord95,aa095,Lavender,1,PFill,350,50,Accepted,2024.11.24-23.05.52-118
ord86,aa086,Lavender,2,PFill,350,50,Accepted,2024.11.24-23.05.52-118
ord96,aa096,Lavender,2,Fill,200,48,Accepted,2024.11.24-23.05.51-863
ord75,aa075,Lavender,1,PFill,200,48,Accepted,2024.11.24-23.05.51-863
ord97,aa097,Lotus,1,Fill,150,40,Accepted,2024.11.24-23.05.52-188
ord88,aa088,Lotus,2,PFill,150,40,Accepted,2024.11.24-23.05.52-188
ord98,aa098,Lotus,2,New,350,55,Accepted,2024.11.24-23.05.52-413
ord99,aa099,Tulip,1,New,600,70,Accepted,2024.11.24-23.05.52-438
ord100,aa100,Tulip,2,PFill,600,70,Accepted,2024.11.24-23.05.52-438
ord99,aa099,Tulip,1,Fill,600,70,Accepted,2024.11.24-23.05.52-438
ord101,aa101,Orchid,1,PFill,300,40,Accepted,2024.11.24-23.05.52-273
ord92,aa092,Orchid,2,Fill,300,40,Accepted,2024.11.24-23.05.52-273
ord102,aa102,Orchid,2,New,200,68,Accepted,2024.11.24-23.05.52-638
ord103,aa103,Rose,1,New,800,53,Accepted,2024.11.24-23.05.52-673
ord104,aa104,Rose,2,Fill,300,53,Accepted,2024.11.24-23.05.52-673
ord103,aa103,Rose,1,PFill,300,53,Accepted,2024.11.24-23.05.52-673
ord105,aa105,Lavender,1,New,400,47,Accepted,2024.11.24-23.05.52-728
ord106,aa106,Lavender,2,New,500,52,Accepted,2024.11.24-23.05.52-773
ord107,aa107,Lotus,1,New,600,38,Accepted,2024.11.24-23.05.52-808
ord108,aa108,Lotus,2,New,450,55,Accepted,2024.11.24-23.05.52-838
ord109,aa109,Tulip,1,PFill,200,62,Accepted,2024.11.24-23.05.52-463
ord100,aa100,Tulip,2,Fill,200,62,Accepted,2024.11.24-23.05.52-463
ord110,aa110,Tulip,2,Fill,600,65,Accepted,2024.11.24-23.05.52-863
ord109,aa109,Tulip,1,Fill,600,65,Accepted,2024.11.24-23.05.52-863
ord111,aa111,Orchid,1,Fill,400,65,Accepted,2024.11.24-23.05.51-159
ord42,aa042,Orchid,2,PFill,400,65,Accepted,2024.11.24-23.05.51-159
ord112,aa112,Orchid,2,PFill,200,50,Accepted,2024.11.24-23.05.52-603
ord101,aa101,Orchid,1,Fill,200,50,Accepted,2024.11.24-23.05.52-603
ord113,aa113,Rose,1,New,350,35,Accepted,2024.11.24-23.05.52-938
ord114,aa114,Rose,2,New,300,62,Accepted,2024.11.24-23.05.52-958
ord115,aa115,Lavender,1,New,1000,48,Accepted,2024.11.24-23.05.52-979
ord116,aa116,Lavender,2,New,450,55,Accepted,2024.11.24-23.05.53-014
ord117,aa117,Lotus,1,New,600,30,Accepted,2024.11.24-23.05.53-049
ord118,aa118,Lotus,2,New,300,48,Accepted,2024.11.24-23.05.53-077
ord119,aa119,Tulip,1,New,700,55,Accepted,2024.11.24-23.05.53-112
ord120,aa120,Tulip,2,New,900,60,Accepted,2024.11.24-23.05.53-137
ord121,aa121,Orchid,1,PFill,300,40,Accepted,2024.11.24-23.05.52-923
ord112,aa112,Orchid,2,Fill,300,40,Accepted,2024.11.24-23.05.52-923
ord121,aa121,Orchid,1,PFill,200,68,Accepted,2024.11.24-23.05.52-638
ord102,aa102,Orchid,2,Fill,200,68,Accepted,2024.11.24-23.05.52-638
ord122,aa122,Orchid,2,PFill,100,68,Accepted,2024.11.24-23.05.53-157
ord121,aa121,Orchid,1,Fill,100,68,Accepted,2024.11.24-23.05.53-157
ord123,aa123,Rose,1,New,500,40,Accepted,2024.11.24-23.05.53-182
ord124,aa124,Rose,2,New,600,68,Accepted,2024.11.24-23.05.53-202
ord125,aa125,Lavender,1,New,300,45,Accepted,2024.11.24-23.05.53-227
ord126,aa126,Lavender,2,Fill,1000,48,Accepted,2024.11.24-23.05.52-979
ord115,aa115,Lavender,1,Fill,1000,48,Accepted,2024.11.24-23.05.52-979
ord127,aa127,Lotus,1,Fill,200,48,Accepted,2024.11.24-23.05.51-933
ord78,aa078,Lotus,2,PFill,200,48,Accepted,2024.11.24-23.05.51-933
ord128,aa128,Lotus,2,New,500,60,Accepted,2024.11.24-23.05.53-342
ord129,aa129,Tulip,1,Fill,600,60,Accepted,2024.11.24-23.05.53-137
ord120,aa120,Tulip,2,PFill,600,60,Accepted,2024.11.24-23.05.53-137
ord130,aa130,Tulip,2,New,400,70,Accepted,2024.11.24-23.05.53-407
ord131,aa131,Orchid,1,New,1000,55,Accepted,2024.11.24-23.05.53-437
ord132,aa132,Orchid,2,Fill,450,55,Accepted,2024.11.24-23.05.53-437
ord131,aa131,Orchid,1,PFill,450,55,Accepted,2024.11.24-23.05.53-437
ord133,aa133,Rose,1,New,500,50,Accepted,2024.11.24-23.05.53-467
ord134,aa134,Rose,2,PFill,100,51,Accepted,2024.11.24-23.05.51-173
ord43,aa043,Rose,1,Fill,100,51,Accepted,2024.11.24-23.05.51-173
ord134,aa134,Rose,2,PFill,120,51,Accepted,2024.11.24-23.05.51-393
ord53,aa053,Rose,1,Fill,120,51,Accepted,2024.11.24-23.05.51-393
ord134,aa134,Rose,2,PFill,500,50,Accepted,2024.11.24-23.05.53-467
ord133,aa133,Rose,1,Fill,500,50,Accepted,2024.11.24-23.05.53-467
ord135,aa135,Lavender,1,PFill,500,52,Accepted,2024.11.24-23.05.51-891
ord76,aa076,Lavender,2,Fill,500,52,Accepted,2024.11.24-23.05.51-891
ord135,aa135,Lavender,1,PFill,300,52,Accepted,2024.11.24-23.05.52-773
ord106,aa106,Lavender,2,PFill,300,52,Accepted,2024.11.24-23.05.52-773
ord136,aa136,Lavender,2,New,600,70,Accepted,2024.11.24-23.05.53-572
ord137,aa137,Lotus,1,New,900,45,Accepted,2024.11.24-23.05.53-612
ord138,aa138,Lotus,2,New,600,48,Accepted,2024.11.24-23.05.53-672
ord139,aa139,Tulip,1,New,1000,65,Accepted,2024.11.24-23.05.53-717
ord140,aa140,Tulip,2,Fill,400,65,Accepted,2024.11.24-23.05.53-717
ord139,aa139,Tulip,1,PFill,400,65,Accepted,2024.11.24-23.05.53-717
ord141,aa141,Orchid,1,Fill,300,62,Accepted,2024.11.24-23.05.53-172
ord122,aa122,Orchid,2,PFill,300,62,Accepted,2024.11.24-23.05.53-172
ord142,aa142,Orchid,2,New,500,55,Accepted,2024.11.24-23.05.53-787
ord143,aa143,Rose,1,New,700,35,Accepted,2024.11.24-23.05.53-802
ord144,aa144,Rose,2,New,300,70,Accepted,2024.11.24-23.05.53-822
ord145,aa145,Lavender,1,PFill,450,55,Accepted,2024.11.24-23.05.53-014
ord116,aa116,Lavender,2,Fill,450,55,Accepted,2024.11.24-23.05.53-014
ord145,aa145,Lavender,1,PFill,150,60,Accepted,2024.11.24-23.05.51-053
ord36,aa036,Lavender,2,PFill,150,60,Accepted,2024.11.24-23.05.51-053
ord146,aa146,Lavender,2,Reject,10010,45,Invalid size,2024.11.24-23.05.53-872
ord147,aa147,Lotus,1,Fill,200,48,Accepted,2024.11.24-23.05.53-077
ord118,aa118,Lotus,2,PFill,200,48,Accepted,2024.11.24-23.05.53-077
ord148,aa148,Lotus,2,New,800,55,Accepted,2024.11.24-23.05.53-937
ord149,aa149,Tulip,1,Reject,6,65,Invalid size,2024.11.24-23.05.53-977
ord150,aa150,Tulip,2,New,500,68,Accepted,2024.11.24-23.05.53-997
ord151,aa151,Rose,1,Fill,100,48,Accepted,2024.11.24-23.05.53-502
ord134,aa134,Rose,2,PFill,100,48,Accepted,2024.11.24-23.05.53-502
ord152,aa152,Tulip,2,Fill,200,55,Accepted,2024.11.24-23.05.53-112
ord119,aa119,Tulip,1,PFill,200,55,Accepted,2024.11.24-23.05.53-112
ord153,aa153,Orchid,1,New,500,52,Accepted,2024.11.24-23.05.54-062
ord154,aa154,Lotus,1,New,300,40,Accepted,2024.11.24-23.05.54-077
ord155,aa155,Lavender,2,New,400,50,Accepted,2024.11.24-23.05.54-178
ord156,aa156,Rose,1,New,600,58,Accepted,2024.11.24-23.05.54-233
ord157,aa157,Tulip,2,New,150,45,Accepted,2024.11.24-23.05.54-283
ord158,aa158,Orchid,2,New,700,55,Accepted,2024.11.24-23.05.54-324
ord159,aa159,Lotus,1,New,200,35,Accepted,2024.11.24-23.05.54-349
ord160,aa160,Lavender,1,PFill,400,50,Accepted,2024.11.24-23.05.54-178
ord155,aa155,Lavender,2,Fill,400,50,Accepted,2024.11.24-23.05.54-178
ord161,aa161,Rose,2,Fill,300,58,Accepted,2024.11.24-23.05.54-233
ord156,aa156,Rose,1,PFill,300,58,Accepted,2024.11.24-23.05.54-233
ord162,aa162,Tulip,2,New,400,60,Accepted,2024.11.24-23.05.54-469
ord163,aa163,Orchid,1,PFill,500,55,Accepted,2024.11.24-23.05.53-787
ord142,aa142,Orchid,2,Fill,500,55,Accepted,2024.11.24-23.05.53-787
ord163,aa163,Orchid,1,PFill,100,55,Accepted,2024.11.24-23.05.54-324
ord158,aa158,Orchid,2,PFill,100,55,Accepted,2024.11.24-23.05.54-324
ord164,aa164,Lotus,1,PFill,600,48,Accepted,2024.11.24-23.05.53-672
ord138,aa138,Lotus,2,Fill,600,48,Accepted,2024.11.24-23.05.53-672
ord164,aa164,Lotus,1,PFill,200,55,Accepted,2024.11.24-23.05.51-083
ord38,aa038,Lotus,2,PFill,200,55,Accepted,2024.11.24-23.05.51-083
ord165,aa165,Lavender,2,Fill,500,60,Accepted,2024.11.24-23.05.54-414
ord160,aa160,Lavender,1,PFill,500,60,Accepted,2024.11.24-23.05.54-414
ord166,aa166,Rose,1,New,400,35,Accepted,2024.11.24-23.05.54-584
ord167,aa167,Tulip,2,Fill,300,40,Accepted,2024.11.24-23.05.51-098
ord39,aa039,Tulip,1,PFill,300,40,Accepted,2024.11.24-23.05.51-098
ord168,aa168,Orchid,1,New,900,60,Accepted,2024.11.24-23.05.54-668
ord169,aa169,Lotus,1,PFill,150,55,Accepted,2024.11.24-23.05.51-273
ord48,aa048,Lotus,2,Fill,150,55,Accepted,2024.11.24-23.05.51-273
ord169,aa169,Lotus,1,PFill,300,55,Accepted,2024.11.24-23.05.52-413
ord98,aa098,Lotus,2,PFill,300,55,Accepted,2024.11.24-23.05.52-413
ord170,aa170,Lavender,2,New,200,48,Accepted,2024.11.24-23.05.54-726
ord171,aa171,Rose,1,New,100,52,Accepted,2024.11.24-23.05.54-766
ord172,aa172,Tulip,2,Fill,300,35,Accepted,2024.11.24-23.05.51-298
ord49,aa049,Tulip,1,PFill,300,35,Accepted,2024.11.24-23.05.51-298
ord173,aa173,Orchid,1,New,200,55,Accepted,2024.11.24-23.05.54-831
ord174,aa174,Lotus,1,New,600,50,Accepted,2024.11.24-23.05.54-856
ord175,aa175,Lavender,2,PFill,400,47,Accepted,2024.11.24-23.05.52-728
ord105,aa105,Lavender,1,Fill,400,47,Accepted,2024.11.24-23.05.52-728
ord175,aa175,Lavender,2,PFill,380,46,Accepted,2024.11.24-23.05.51-673
ord65,aa065,Lavender,1,Fill,380,46,Accepted,2024.11.24-23.05.51-673
ord175,aa175,Lavender,2,PFill,20,45,Accepted,2024.11.24-23.05.52-078
ord85,aa085,Lavender,1,PFill,20,45,Accepted,2024.11.24-23.05.52-078
ord176,aa176,Rose,1,New,500,60,Accepted,2024.11.24-23.05.54-941
ord177,aa177,Tulip,2,New,600,65,Accepted,2024.11.24-23.05.54-981
ord178,aa178,Orchid,1,New,1000,70,Accepted,2024.11.24-23.05.55-011
ord179,aa179,Lotus,1,Fill,400,55,Accepted,2024.11.24-23.05.52-838
ord108,aa108,Lotus,2,PFill,400,55,Accepted,2024.11.24-23.05.52-838
ord180,aa180,Lavender,2,New,300,48,Accepted,2024.11.24-23.05.55-071
ord181,aa181,Rose,1,Fill,150,62,Accepted,2024.11.24-23.05.52-958
ord114,aa114,Rose,2,PFill,150,62,Accepted,2024.11.24-23.05.52-958
ord182,aa182,Tulip,2,New,100,40,Accepted,2024.11.24-23.05.55-131
ord183,aa183,Orchid,1,New,250,55,Accepted,2024.11.24-23.05.55-166
ord184,aa184,Lotus,1,New,600,35,Accepted,2024.11.24-23.05.55-189
ord185,aa185,Lavender,2,New,200,52,Accepted,2024.11.24-23.05.55-229
ord186,aa186,Rose,1,PFill,600,68,Accepted,2024.11.24-23.05.53-202
ord124,aa124,Rose,2,Fill,600,68,Accepted,2024.11.24-23.05.53-202
ord187,aa187,Tulip,2,New,400,58,Accepted,2024.11.24-23.05.55-289
ord188,aa188,Orchid,1,New,500,70,Accepted,2024.11.24-23.05.55-324
ord189,aa189,Lotus,1,New,300,48,Accepted,2024.11.24-23.05.55-354
ord190,aa190,Lavender,2,Fill,200,45,Accepted,2024.11.24-23.05.53-227
ord125,aa125,Lavender,1,PFill,200,45,Accepted,2024.11.24-23.05.53-227
ord191,aa191,Rose,1,New,1000,60,Accepted,2024.11.24-23.05.55-424
ord192,aa192,Tulip,2,New,300,52,Accepted,2024.11.24-23.05.55-463
ord193,aa193,Orchid,1,New,150,45,Accepted,2024.11.24-23.05.55-498
ord194,aa194,Lotus,1,Fill,600,55,Accepted,2024.11.24-23.05.53-937
ord148,aa148,Lotus,2,PFill,600,55,Accepted,2024.11.24-23.05.53-937
ord195,aa195,Lavender,2,New,800,60,Accepted,2024.11.24-23.05.55-578
ord196,aa196,Rose,1,New,500,68,Accepted,2024.11.24-23.05.55-618
ord197,aa197,Tulip,2,New,400,48,Accepted,2024.11.24-23.05.55-682
ord198,aa198,Orchid,1,New,1000,50,Accepted,2024.11.24-23.05.55-741
ord199,aa199,Lotus,1,New,250,35,Accepted,2024.11.24-23.05.55-786
ord200,aa200,Lavender,2,New,500,55,Accepted,2024.11.24-23.05.55-836
ord201,aa201,FlowerX,1,Reject,100,50,Invalid instrument,2024.11.24-23.05.55-876
ord202,aa202,Rose,3,Reject,200,60,Invalid side,2024.11.24-23.05.55-876
